merchant_id,transaction_velocity,avg_transaction_value,refund_rate,chargeback_rate,business_age_days,category_mismatch_score,night_txn_ratio,unique_customer_ratio,geographic_spread,incomplete_profile_score,label
M-02042,29.2843,135.7783,0.0295,0.0017,307,0.0523,0.0966,0.3668,3,0.1157,0
M-02043,46.6272,515.5533,0.0317,0.009,1171,0.0756,0.1029,0.4654,3,0.1271,0
M-02044,32.186,1385.4325,0.0638,0.0134,30,0.0726,0.0946,0.2883,1,0.1476,0
M-02045,35.0105,1058.177,0.0608,0.003,968,0.0681,0.0956,0.3833,3,0.0599,0
M-02046,37.6323,1185.0044,0.0243,0.0126,894,0.1465,0.1057,0.4812,7,0.0499,0
M-02047,39.7996,875.8333,0.0322,0.004,842,0.1227,0.0854,0.5753,3,0.149,0
M-02048,43.7395,644.2975,0.0336,0.0096,1623,0.0707,0.0826,0.5221,1,0.0823,0
M-02049,106.1867,993.3529,0.0465,0.011,30,0.1771,0.0771,0.5473,4,0.1844,1
M-02050,38.4068,921.9573,0.0652,0.0052,796,0.0705,0.0648,0.6097,7,0.0872,0
M-02051,56.669,887.4256,0.037,0.0087,892,0.1306,0.095,0.6008,2,0.0398,0
M-02052,37.5042,1058.5496,0.0251,0.0142,1341,0.0531,0.0697,0.4966,2,0.068,0
M-02053,58.2333,621.5236,0.03,0.0065,851,0.0889,0.0876,0.5284,6,0.0964,1
M-02054,47.1425,1138.0916,0.0591,0.0137,452,0.1277,0.0682,0.4702,5,0.0821,0
M-02055,53.9603,455.3676,0.0558,0.0041,993,0.1083,0.0929,0.4996,4,0.0923,0
M-02056,32.8511,959.9468,0.0757,0.0234,732,0.0804,0.2224,0.5845,5,0.1493,1
M-02057,7.5177,593.8201,0.0187,0.0096,706,0.0438,0.0336,0.6731,1,0.0451,0
M-02058,51.0049,1176.3131,0.0765,0.0069,427,0.0866,0.0864,0.7948,1,0.1416,0
M-02059,77.7842,425.1319,0.0198,0.0014,204,0.099,0.0635,0.7155,4,0.043,1
M-02060,60.6253,1218.9971,0.0292,0.0058,397,0.0291,0.078,0.5213,5,0.0338,0
M-02061,68.7161,1001.2864,0.0193,0.0117,726,0.0979,0.1045,0.8122,7,0.1436,0
M-02062,57.0154,375.8188,0.0484,0.0021,366,0.0638,0.1048,0.3995,5,0.018,0
M-02063,54.9314,879.3482,0.0285,0.0021,1013,0.0366,0.0822,0.5361,7,0.1345,0
M-02064,46.9671,710.6257,0.0796,0.0144,812,0.0743,0.1057,0.4861,4,0.1165,0
M-02065,60.3965,221.9213,0.0965,0.0136,1129,0.0843,0.1983,0.5229,2,0.1389,1
M-02066,46.4897,801.4136,0.0221,0.0062,399,0.114,0.1001,0.3552,5,0.1414,0
M-02067,31.8578,565.3754,0.0305,0.0057,1176,0.0965,0.1073,0.5865,6,0.1414,0
M-02068,58.0837,1353.2131,0.0772,0.0036,1298,0.0644,0.113,0.5132,7,0.1372,0
M-02069,35.9326,662.1054,0.0404,0.0016,394,0.1395,0.0621,0.3668,6,0.1047,0
M-02070,41.9174,887.2857,0.0139,0.0062,138,0.1423,0.0881,0.2018,1,0.0104,0
M-02071,18.069,780.6821,0.0166,0.0095,439,0.1333,0.0843,0.4634,4,0.1221,0
M-02072,46.9621,791.9171,0.0243,0.0017,30,0.0848,0.1244,0.6318,6,0.0099,0
M-02073,51.7599,370.6384,0.0601,0.0066,623,0.0441,0.0458,0.4525,5,0.0158,0
M-02074,46.39,714.9394,0.0786,0.0028,1012,0.1416,0.1318,0.6848,7,0.0199,0
M-02075,47.1364,520.8569,0.0327,0.0112,1488,0.0413,0.0583,0.4262,1,0.0732,0
M-02076,7.2719,1164.0735,0.0373,0.0083,601,0.0376,0.0785,0.626,3,0.0326,0
M-02077,55.7361,807.5054,0.035,0.0062,960,0.0923,0.0757,0.5844,2,0.1098,0
M-02078,33.5395,1709.5636,0.0278,0.0125,555,0.0664,0.067,0.5059,5,0.0233,0
M-02079,72.6673,742.6516,0.0759,0.0053,1052,0.1379,0.0437,0.5055,2,0.0983,1
M-02080,67.0335,688.5857,0.0582,0.0074,807,0.104,0.0907,0.4216,3,0.0174,0
M-02081,45.1955,599.4626,0.0142,0.0134,817,0.1086,0.089,0.4217,2,0.1223,0
M-02082,69.0733,925.395,0.0401,0.0083,1297,0.123,0.0686,0.662,3,0.0722,0
M-02083,43.8789,678.8079,0.0512,0.0081,492,0.1087,0.1104,0.5636,1,0.0112,1
M-02084,71.278,50.0,0.0176,0.0139,1295,0.1042,0.1086,0.1,6,0.0847,0
M-02085,71.5944,903.0777,0.0866,0.0221,520,0.1082,0.1382,0.5772,7,0.0899,1
M-02086,60.8251,780.6097,0.0446,0.0057,1067,0.0462,0.0414,0.4147,4,0.1414,0
M-02087,59.385,933.5046,0.0487,0.0031,385,0.0465,0.0227,0.6358,1,0.0489,0
M-02088,23.3997,1114.0731,0.0569,0.0095,911,0.3412,0.1083,0.5034,4,0.2934,1
M-02089,62.1981,964.4277,0.0251,0.0082,1101,0.0747,0.1149,0.5678,1,0.0977,0
M-02090,62.5841,1547.4097,0.0258,0.0104,882,0.0718,0.0392,0.6008,4,0.1038,0
M-02091,21.6922,848.4763,0.1142,0.0106,475,0.239,0.1193,0.5623,6,0.2603,1
M-02092,51.047,829.563,0.0393,0.0146,1535,0.1406,0.0839,0.9196,1,0.0618,0
M-02093,68.4382,1312.683,0.0378,0.007,579,0.1318,0.0911,0.8572,4,0.0616,0
M-02094,78.4945,633.3547,0.0337,0.0132,198,0.3026,0.1505,0.1973,8,0.1204,1
M-02095,45.9589,918.0053,0.0308,0.0085,1385,0.0544,0.1132,0.7482,4,0.1354,0
M-02096,40.6595,1031.6819,0.0686,0.0022,1544,0.0131,0.0958,0.6051,1,0.0355,0
M-02097,51.8005,717.9222,0.0246,0.0037,389,0.0617,0.0648,0.5629,5,0.139,0
M-02098,50.711,658.7237,0.064,0.0015,1291,0.0101,0.0844,0.9382,6,0.0941,0
M-02099,40.4857,593.9802,0.067,0.0126,983,0.0273,0.0851,0.3767,5,0.0127,0
M-02100,37.2981,725.0124,0.0444,0.0052,913,0.043,0.0592,0.5797,3,0.1392,0
M-02101,37.4729,951.2446,0.0579,0.0037,908,0.0222,0.0902,0.4766,1,0.1352,0
M-02102,48.6223,850.6695,0.0693,0.0103,449,0.0034,0.1282,0.2535,4,0.129,0
M-02103,61.9023,749.5591,0.027,0.0076,1397,0.1393,0.0985,0.6834,4,0.0447,1
M-02104,71.6191,810.359,0.0656,0.0088,850,0.145,0.1311,0.8428,6,0.0204,0
M-02105,55.5093,890.7578,0.054,0.0132,620,0.0436,0.0484,0.2834,2,0.1063,1
M-02106,57.0618,371.7124,0.081,0.0176,59,0.131,0.0882,0.619,9,0.193,1
M-02107,45.2343,574.5943,0.0519,0.0137,1393,0.0833,0.0843,0.313,3,0.1164,0
M-02108,72.9205,1253.7805,0.0226,0.0141,693,0.0111,0.0861,0.819,6,0.0049,0
M-02109,49.6023,616.7886,0.0277,0.013,1172,0.1196,0.1309,0.3994,5,0.0758,1
M-02110,50.492,981.8358,0.0111,0.0088,1022,0.067,0.0589,0.6704,6,0.1431,0
M-02111,84.7199,132.4131,0.0716,0.0143,1331,0.0879,0.0686,0.6123,5,0.0978,0
M-02112,48.1132,630.1093,0.0347,0.0147,833,0.1335,0.1281,0.483,1,0.1032,0
M-02113,70.88,716.1038,0.0505,0.0114,232,0.1221,0.0433,0.3751,2,0.0518,0
M-02114,67.8582,968.6121,0.027,0.0093,353,0.0066,0.1532,0.516,6,0.1305,0
M-02115,46.5591,1240.7771,0.0575,0.0115,1079,0.0467,0.0854,0.6276,1,0.1099,0
M-02116,56.4443,770.3186,0.0705,0.0028,946,0.0153,0.0894,0.4179,5,0.0644,0
M-02117,72.0733,746.6393,0.0914,0.0055,921,0.3027,0.1189,0.3524,7,0.1511,1
M-02118,50.529,1404.8086,0.0246,0.0045,176,0.0065,0.0694,0.4401,6,0.114,0
M-02119,46.3982,1344.2545,0.1019,0.0184,985,0.0746,0.1196,0.7182,2,0.2762,1
M-02120,47.6648,1101.8047,0.0148,0.0037,858,0.1217,0.0876,0.9279,3,0.0206,0
M-02121,43.8276,1242.9596,0.0704,0.0069,518,0.0678,0.0684,0.5737,4,0.072,0
M-02122,55.9953,1076.6998,0.0548,0.0026,1354,0.0432,0.1021,0.4923,1,0.0624,0
M-02123,50.8731,50.0,0.0345,0.0062,613,0.1477,0.0514,0.3311,1,0.0159,0
M-02124,49.0471,930.7543,0.0314,0.0085,977,0.0996,0.1303,0.5497,4,0.0219,0
M-02125,50.0787,586.2152,0.0617,0.0036,747,0.1338,0.1276,0.453,4,0.0138,0
M-02126,52.7962,735.8632,0.0727,0.0012,731,0.1361,0.0727,0.7192,3,0.1006,0
M-02127,41.8283,584.7298,0.0862,0.0241,576,0.2958,0.1384,0.4364,10,0.195,1
M-02128,87.2576,1280.6389,0.0991,0.01,806,0.2071,0.0588,0.6128,1,0.2663,1
M-02129,48.8635,1071.4712,0.0778,0.0088,243,0.0494,0.1068,0.3099,1,0.0484,0
M-02130,49.3173,1134.0423,0.0399,0.0081,321,0.0928,0.0544,0.5732,7,0.1088,1
M-02131,60.6217,564.0787,0.1185,0.0125,1024,0.103,0.0485,0.6142,2,0.3193,1
M-02132,77.7343,775.4152,0.0651,0.0074,207,0.0829,0.0195,0.4818,7,0.1215,0
M-02133,18.7711,1136.5808,0.0756,0.0093,582,0.147,0.066,0.4536,3,0.0552,0
M-02134,60.8357,1437.9512,0.0486,0.007,536,0.1098,0.0682,0.7759,5,0.0787,0
M-02135,61.0519,936.7932,0.0913,0.0202,962,0.0619,0.057,0.3619,1,0.2315,1
M-02136,54.8239,568.2533,0.0742,0.0083,463,0.0755,0.0763,0.3606,5,0.0457,0
M-02137,28.2553,1092.7794,0.0506,0.0103,587,0.0748,0.0755,0.6857,1,0.0526,0
M-02138,58.2723,362.9852,0.0108,0.0044,988,0.0418,0.1034,0.3379,7,0.1143,0
M-02139,69.5822,727.2075,0.067,0.0062,1105,0.003,0.0934,0.3929,2,0.0242,0
M-02140,49.8336,1063.9799,0.067,0.0063,485,0.0625,0.1162,0.4744,6,0.1355,0
M-02141,43.7686,777.0234,0.0448,0.003,515,0.2383,0.1997,0.8709,9,0.3392,0
M-02142,86.9486,390.8616,0.0382,0.0126,385,0.0968,0.0971,0.5616,2,0.094,0
M-02143,59.6408,754.3755,0.0291,0.0075,564,0.0982,0.1238,0.344,7,0.1245,0
M-02144,41.97,217.0485,0.0749,0.009,595,0.0916,0.108,0.8607,7,0.1245,0
M-02145,12.0163,1349.681,0.0575,0.011,849,0.019,0.0311,0.3845,2,0.0977,0
M-02146,39.9778,992.9953,0.0274,0.0019,959,0.0693,0.0122,0.5527,2,0.0196,0
M-02147,26.7656,713.3599,0.0353,0.0097,1289,0.114,0.0869,0.2868,6,0.0472,0
M-02148,39.8185,918.6727,0.1191,0.0112,597,0.1777,0.2084,0.7879,5,0.1104,1
M-02149,46.833,475.0539,0.0458,0.0085,710,0.0079,0.0948,0.757,3,0.1317,0
M-02150,26.9744,1074.2335,0.0392,0.0038,713,0.0786,0.0365,0.3665,5,0.1077,0
M-02151,26.7904,1256.0361,0.0528,0.0043,1231,0.0377,0.0473,0.2715,2,0.1447,0
M-02152,41.7483,1536.6372,0.0662,0.0139,1406,0.0925,0.0881,0.3768,2,0.0944,0
M-02153,61.0183,1283.6629,0.1117,0.0127,944,0.344,0.2267,0.5262,11,0.1099,1
M-02154,73.9797,1174.4542,0.0696,0.0123,953,0.0289,0.0945,0.2558,1,0.0705,0
M-02155,47.4778,1043.7671,0.0187,0.0071,734,0.0109,0.0694,0.489,1,0.1281,0
M-02156,66.3697,1237.2275,0.0184,0.0115,1512,0.0535,0.1253,0.6332,3,0.1321,0
M-02157,68.7623,550.522,0.0968,0.0057,810,0.1299,0.1984,0.9203,9,0.2213,1
M-02158,39.7361,516.1424,0.0666,0.0188,595,0.0963,0.2308,0.8621,7,0.26,1
M-02159,68.733,1500.5555,0.0309,0.0072,829,0.2408,0.1233,0.8474,8,0.2321,1
M-02160,91.9309,540.1171,0.0688,0.0063,345,0.0776,0.0861,0.6426,3,0.1275,1
M-02161,54.6978,729.0802,0.0165,0.0115,332,0.0938,0.1284,0.472,7,0.1046,0
M-02162,63.4526,597.4535,0.0586,0.0055,631,0.0015,0.0401,0.5771,3,0.0548,0
M-02163,58.5809,605.6805,0.0607,0.0083,918,0.0316,0.0542,0.5209,6,0.062,0
M-02164,57.7294,425.3428,0.077,0.0146,510,0.1499,0.0448,0.6585,2,0.1304,0
M-02165,102.3503,489.0901,0.0373,0.0071,277,0.2051,0.1269,0.7784,8,0.124,1
M-02166,52.6001,845.0295,0.025,0.0123,377,0.0456,0.089,0.4403,5,0.0332,0
M-02167,43.2902,948.3433,0.028,0.0098,1062,0.0169,0.1001,0.8574,7,0.1414,0
M-02168,25.0856,798.9225,0.0711,0.0071,783,0.0166,0.1511,0.6042,2,0.1084,1
M-02169,54.7454,881.8549,0.0127,0.0033,1358,0.0421,0.0612,0.4639,5,0.1396,0
M-02170,69.5651,679.9885,0.047,0.0146,653,0.0621,0.1146,0.6545,5,0.0083,0
M-02171,45.3829,1159.1979,0.0582,0.0131,1316,0.0536,0.1054,0.4562,7,0.0902,0
M-02172,38.0255,1258.0348,0.0573,0.0034,971,0.1184,0.078,0.4357,6,0.146,0
M-02173,36.9056,920.8427,0.025,0.0059,713,0.0622,0.0816,0.6022,7,0.1126,0
M-02174,28.6554,768.9197,0.0727,0.0113,1028,0.0992,0.1174,0.5511,7,0.0623,1
M-02175,73.4697,806.5286,0.0499,0.0132,988,0.0918,0.0877,0.8337,7,0.052,0
M-02176,40.1889,1267.2917,0.0187,0.013,431,0.0505,0.1203,0.6804,4,0.0322,0
M-02177,66.0876,492.8777,0.0278,0.0041,863,0.1213,0.0594,0.3709,7,0.0716,0
M-02178,88.3631,895.1501,0.0839,0.0149,88,0.121,0.1018,0.6686,2,0.1032,1
M-02179,49.288,1018.092,0.0763,0.0085,850,0.1235,0.062,0.8985,2,0.3044,1
M-02180,112.9706,728.9813,0.0453,0.0215,1041,0.2115,0.0487,0.7246,2,0.3037,1
M-02181,101.9469,665.1604,0.0884,0.0221,983,0.1187,0.1529,0.6767,8,0.1802,1
M-02182,62.162,273.1685,0.0729,0.0047,535,0.0841,0.0384,0.395,7,0.1178,0
M-02183,74.2582,668.528,0.0419,0.0132,210,0.0953,0.0478,0.3155,2,0.03,0
M-02184,44.9562,822.1376,0.0755,0.0149,689,0.0312,0.086,0.5186,4,0.094,0
M-02185,53.9523,580.5918,0.0285,0.0129,925,0.1346,0.0306,0.6708,3,0.0812,1
M-02186,72.8469,1107.0107,0.0355,0.0094,893,0.0247,0.0715,0.4372,3,0.0116,0
M-02187,48.6615,827.6964,0.0218,0.0079,452,0.0569,0.0409,0.659,1,0.0999,0
M-02188,86.7986,1425.9608,0.0464,0.0066,1535,0.1705,0.1664,0.4631,6,0.3053,1
M-02189,51.8034,804.6451,0.06,0.005,808,0.1342,0.0672,0.6538,8,0.0696,1
M-02190,65.3386,1088.3801,0.0116,0.0102,1439,0.1069,0.0396,0.3651,7,0.0886,0
M-02191,61.8976,885.3122,0.0382,0.0112,1019,0.1281,0.0846,0.4959,1,0.0085,0
M-02192,46.648,806.5364,0.0791,0.0056,1345,0.0668,0.1347,0.6234,6,0.0587,0
M-02193,49.4349,865.8206,0.0525,0.0106,1200,0.3151,0.0819,0.3744,11,0.2869,1
M-02194,41.7998,740.2969,0.0762,0.0116,879,0.0906,0.1055,0.6482,3,0.1222,0
M-02195,48.5173,794.7739,0.0722,0.0149,957,0.0664,0.0891,0.6008,1,0.0427,0
M-02196,57.2151,845.0169,0.0337,0.0111,1411,0.0384,0.0815,0.1953,7,0.03,1
M-02197,39.8338,626.4497,0.0645,0.0079,1265,0.0284,0.0621,0.7118,7,0.0436,0
M-02198,27.8083,819.404,0.0652,0.0077,662,0.0391,0.0816,0.9077,4,0.0862,0
M-02199,97.0662,1030.7741,0.0711,0.0065,1351,0.1032,0.0884,0.6813,3,0.1215,0
M-02200,54.6473,854.0351,0.04,0.0017,624,0.1435,0.1002,0.5508,7,0.1454,1
M-02201,52.9597,985.8269,0.0788,0.007,753,0.1283,0.0578,0.5851,2,0.057,0
M-02202,39.876,1165.6633,0.0343,0.0068,385,0.0466,0.1037,0.4039,3,0.1401,0
M-02203,80.1531,693.3605,0.035,0.0038,1006,0.013,0.0815,0.614,2,0.0137,0
M-02204,41.1147,1373.3752,0.0428,0.0126,515,0.1018,0.0804,0.6428,5,0.1333,0
M-02205,66.1802,798.8843,0.0657,0.0118,110,0.095,0.0407,0.7054,4,0.0756,1
M-02206,58.6894,884.2304,0.0719,0.0106,932,0.0633,0.0628,0.6389,4,0.1142,0
M-02207,49.7223,918.1103,0.047,0.0117,1169,0.0688,0.0468,0.5235,6,0.0132,1
M-02208,29.1564,822.413,0.0484,0.0042,339,0.0015,0.1053,0.5315,5,0.0823,0
M-02209,62.3052,974.0849,0.0517,0.0145,821,0.098,0.0646,0.6984,3,0.0722,0
M-02210,59.5799,1167.0175,0.0262,0.0133,587,0.1247,0.0837,0.4925,3,0.0623,1
M-02211,57.3646,952.5476,0.0576,0.0121,270,0.1257,0.0716,0.5708,4,0.0492,0
M-02212,50.0102,595.2685,0.0558,0.0128,411,0.0341,0.1121,0.3996,4,0.0389,1
M-02213,70.2717,788.6191,0.0617,0.0219,933,0.2202,0.1468,0.6152,10,0.1546,1
M-02214,1.0,712.4563,0.1133,0.0167,951,0.2254,0.0736,0.7389,4,0.3324,1
M-02215,56.8671,301.4782,0.0588,0.0114,377,0.1058,0.0785,0.3258,5,0.1244,0
M-02216,55.6108,405.1047,0.0528,0.0123,1125,0.0031,0.1026,0.3862,4,0.0357,0
M-02217,79.2989,1079.264,0.0751,0.0105,690,0.023,0.0406,0.6775,7,0.0744,0
M-02218,51.1371,1076.42,0.0664,0.0022,1032,0.068,0.0322,0.5817,5,0.0764,0
M-02219,63.083,1035.5082,0.0377,0.007,836,0.0992,0.0325,0.2972,6,0.1158,0
M-02220,53.3651,1202.96,0.0784,0.0133,505,0.1204,0.0578,0.6876,1,0.0023,0
M-02221,38.8627,536.5491,0.0509,0.004,1051,0.0235,0.0825,0.3752,4,0.1188,0
M-02222,58.8563,704.7949,0.029,0.0109,1106,0.0609,0.0881,0.5902,5,0.0872,0
M-02223,57.271,627.853,0.0106,0.0062,155,0.0464,0.1459,0.6846,7,0.1274,0
M-02224,86.0512,1352.0092,0.0117,0.012,1071,0.121,0.1342,0.3393,5,0.1133,0
M-02225,56.4079,680.3821,0.0763,0.0084,914,0.0285,0.0737,0.3737,2,0.1269,0
M-02226,22.3988,1106.5605,0.0542,0.0019,750,0.0721,0.0862,0.7138,6,0.1317,0
M-02227,44.3777,1048.138,0.0101,0.0134,483,0.1419,0.0928,0.3854,1,0.1188,0
M-02228,79.1183,653.0128,0.0341,0.0104,525,0.0634,0.0582,0.4912,6,0.0587,1
M-02229,49.657,419.1238,0.018,0.0026,626,0.0942,0.1038,0.6429,3,0.1043,0
M-02230,60.0451,621.5934,0.0325,0.006,353,0.0417,0.0264,0.5254,5,0.0126,0
M-02231,51.5653,999.3365,0.0244,0.0039,1625,0.1035,0.0804,0.3868,2,0.0401,0
M-02232,35.2141,1194.9016,0.0386,0.0125,929,0.1397,0.08,0.2718,6,0.1452,0
M-02233,46.9449,971.9866,0.05,0.0106,1128,0.0041,0.0463,0.1826,4,0.098,0
M-02234,81.9367,985.9921,0.0459,0.007,148,0.2666,0.1273,0.5582,4,0.0795,0
M-02235,35.7663,550.5716,0.0735,0.0131,498,0.0063,0.0717,0.2439,4,0.0496,0
M-02236,24.1262,826.2798,0.0657,0.0116,480,0.0083,0.0478,0.7751,6,0.0516,0
M-02237,26.858,368.123,0.0631,0.0066,1178,0.0762,0.0596,0.6619,5,0.1486,0
M-02238,33.9487,1162.0185,0.0374,0.0024,30,0.0702,0.0649,0.3865,5,0.032,0
M-02239,40.2001,1508.8669,0.0783,0.01,307,0.1437,0.0464,0.5232,1,0.0012,1
M-02240,52.6338,318.762,0.0568,0.0081,1041,0.2175,0.1252,0.8511,11,0.241,1
M-02241,57.7902,942.2211,0.0126,0.0115,339,0.0347,0.1023,0.767,2,0.1245,0
M-02242,119.6942,784.6882,0.0722,0.0046,376,0.2476,0.1461,0.7396,7,0.3083,1
M-02243,47.2928,696.7032,0.038,0.0137,1153,0.0934,0.0815,0.4959,1,0.1095,0
M-02244,53.753,1188.3059,0.0262,0.0107,426,0.008,0.0725,0.3805,5,0.0618,0
M-02245,63.4677,795.6851,0.1007,0.0094,839,0.1042,0.1623,0.5913,7,0.1778,1
M-02246,48.5506,1175.5667,0.0752,0.001,1182,0.0387,0.0946,0.6364,2,0.0655,0
M-02247,29.9209,776.7915,0.0209,0.0017,804,0.1321,0.1338,0.5704,1,0.1113,0
M-02248,55.4522,976.5379,0.0891,0.0035,566,0.2751,0.239,0.9463,5,0.2765,1
M-02249,76.9031,857.6011,0.0432,0.0165,30,0.3097,0.115,0.7934,8,0.0913,1
M-02250,33.4123,325.3758,0.0539,0.0046,434,0.1054,0.07,0.8251,5,0.0537,1
M-02251,39.581,448.1532,0.0685,0.0023,909,0.0907,0.0424,0.3576,1,0.0766,0
M-02252,49.8804,968.6263,0.0489,0.0133,1031,0.0997,0.0624,0.465,6,0.0972,0
M-02253,73.2126,643.8958,0.0514,0.0089,690,0.1403,0.0498,0.4947,1,0.0401,0
M-02254,48.4333,951.5072,0.0443,0.0015,248,0.0322,0.0476,0.3929,4,0.0574,1
M-02255,82.3844,944.3801,0.0987,0.024,189,0.0748,0.2039,0.6433,5,0.1009,1
M-02256,68.8498,927.979,0.0889,0.0096,488,0.2226,0.1754,0.4866,6,0.2568,1
M-02257,46.4839,711.6199,0.0636,0.0048,702,0.0523,0.0767,0.7802,7,0.004,0
M-02258,21.2322,677.7431,0.0698,0.008,30,0.0728,0.0034,0.7056,2,0.3146,1
M-02259,41.1141,1057.1418,0.0724,0.0133,844,0.0459,0.0557,0.4179,6,0.0025,0
M-02260,26.528,580.8241,0.0773,0.0019,1104,0.0449,0.1711,0.3045,6,0.0588,0
M-02261,51.1622,760.64,0.0797,0.0143,625,0.0444,0.1002,0.3746,2,0.0204,0
M-02262,54.0369,850.333,0.0136,0.0044,893,0.0199,0.1081,0.6567,2,0.0867,0
M-02263,59.5067,782.5441,0.0631,0.0029,1065,0.126,0.106,0.4819,6,0.1371,0
M-02264,57.4352,428.7281,0.0731,0.0116,901,0.0375,0.0806,0.718,4,0.0768,0
M-02265,56.7158,733.6105,0.0167,0.01,1146,0.0709,0.053,0.5352,6,0.0631,0
M-02266,56.2731,1158.7541,0.0489,0.0022,102,0.0987,0.0425,0.4797,6,0.1377,0
M-02267,46.8617,964.2334,0.0686,0.0121,412,0.0609,0.1202,0.5805,3,0.053,0
M-02268,32.9983,621.8428,0.0736,0.0079,494,0.0572,0.0639,0.4791,4,0.3196,0
M-02269,60.7631,681.5327,0.0348,0.0129,890,0.0612,0.1012,0.4018,2,0.1455,0
M-02270,40.561,1267.0766,0.0363,0.0043,721,0.0485,0.0706,0.95,5,0.0823,0
M-02271,34.4218,734.352,0.0327,0.0089,601,0.0651,0.0392,0.6883,1,0.0865,0
M-02272,45.5024,497.0065,0.0596,0.0101,299,0.0581,0.1079,0.6138,2,0.0188,0
M-02273,59.3331,801.1889,0.0178,0.0111,765,0.1046,0.0622,0.7209,2,0.1407,0
M-02274,48.5955,937.4137,0.0284,0.0081,478,0.0414,0.112,0.6036,4,0.0409,0
M-02275,43.1136,1014.4201,0.0476,0.0019,531,0.0225,0.049,0.7286,1,0.1196,0
M-02276,32.7846,1174.9436,0.0103,0.0119,250,0.0915,0.1056,0.7056,1,0.1257,0
M-02277,48.6885,767.6069,0.0444,0.0134,228,0.0696,0.1044,0.5692,2,0.0877,0
M-02278,47.3665,523.4766,0.0292,0.0076,373,0.0485,0.0503,0.6004,6,0.1283,0
M-02279,81.3256,924.4975,0.022,0.0076,293,0.022,0.0212,0.4013,4,0.1206,0
M-02280,68.5742,945.9896,0.0649,0.0026,567,0.1036,0.0328,0.5763,1,0.0235,0
M-02281,57.6966,719.838,0.0737,0.0022,165,0.1331,0.1119,0.5169,4,0.111,0
M-02282,33.4104,732.9151,0.0436,0.0179,233,0.3042,0.0706,0.4747,8,0.2997,1
M-02283,64.6833,1047.4429,0.0281,0.0111,624,0.0701,0.0429,0.4335,1,0.0655,0
M-02284,77.9866,1007.961,0.0712,0.0124,374,0.0006,0.0704,0.523,5,0.0995,1
M-02285,58.1522,1318.0767,0.0771,0.0086,565,0.0714,0.0746,0.764,7,0.0064,0
M-02286,52.9191,599.1725,0.0744,0.0025,1540,0.0774,0.0421,0.8921,7,0.0761,1
M-02287,51.9383,757.1051,0.0553,0.0118,608,0.1317,0.0691,0.4943,2,0.0657,0
M-02288,27.4529,1266.7073,0.0595,0.0091,608,0.0413,0.1138,0.7009,7,0.064,0
M-02289,27.4554,982.524,0.0713,0.0035,1133,0.0392,0.1046,0.6949,5,0.0176,0
M-02290,38.6498,517.0263,0.1079,0.0139,422,0.1904,0.036,0.5572,1,0.1601,1
M-02291,42.9845,843.8318,0.0117,0.0029,776,0.096,0.0702,0.641,6,0.046,1
M-02292,62.2601,737.1144,0.0583,0.0243,173,0.1153,0.073,0.6456,3,0.2072,1
M-02293,92.5362,514.8579,0.0409,0.0059,390,0.2673,0.1513,0.8309,8,0.3066,1
M-02294,111.5817,1027.2953,0.0503,0.0077,460,0.0812,0.0984,0.7024,8,0.3359,1
M-02295,22.1923,496.8944,0.0932,0.0194,696,0.3382,0.1242,0.4136,8,0.1591,1
M-02296,49.8163,1054.4087,0.05,0.0134,624,0.1054,0.1491,0.2644,4,0.0383,0
M-02297,63.1158,1157.6896,0.0213,0.0018,484,0.1242,0.0798,0.6702,2,0.0467,0
M-02298,44.4424,1015.8716,0.0125,0.0061,563,0.1474,0.0666,0.6276,3,0.089,0
M-02299,56.9326,527.0856,0.079,0.0099,652,0.069,0.1123,0.4216,7,0.0111,0
M-02300,78.2304,583.8012,0.0594,0.0012,913,0.0341,0.1008,0.7556,2,0.0386,0
M-02301,34.854,327.1684,0.0596,0.0061,759,0.0977,0.074,0.4988,5,0.0865,0
M-02302,77.7291,464.2001,0.0511,0.0022,703,0.0671,0.0171,0.7906,2,0.0465,1
M-02303,122.7883,682.3386,0.0896,0.0037,30,0.1104,0.1816,0.6608,11,0.0649,1
M-02304,56.4401,447.9625,0.0467,0.0113,542,0.0868,0.1051,0.4082,5,0.0921,0
M-02305,42.9186,520.2866,0.0495,0.0013,30,0.0161,0.0639,0.5197,7,0.0619,0
M-02306,106.1381,767.2891,0.1112,0.0148,451,0.1277,0.2255,0.68,5,0.1295,1
M-02307,61.2034,693.3749,0.1013,0.0178,741,0.1764,0.1579,0.5688,7,0.072,1
M-02308,89.4857,938.4914,0.0207,0.002,997,0.0467,0.0828,0.6367,7,0.0918,0
M-02309,51.49,954.5025,0.0412,0.004,67,0.0284,0.0361,0.6389,3,0.1494,0
M-02310,52.3919,907.5669,0.0248,0.0091,196,0.0696,0.1034,0.6125,2,0.0386,0
M-02311,49.7975,504.6539,0.0459,0.0104,266,0.0946,0.0868,0.6801,5,0.0272,0
M-02312,46.5568,712.0422,0.0557,0.0062,807,0.1462,0.0846,0.6273,7,0.1089,0
M-02313,83.7865,1725.4521,0.0192,0.0041,770,0.0606,0.0951,0.4833,2,0.0489,0
M-02314,57.7649,1331.3017,0.046,0.0069,110,0.064,0.0971,0.5894,7,0.1157,0
M-02315,68.1255,654.4975,0.0537,0.0023,617,0.0706,0.1049,0.4336,1,0.0146,0
